"グループ番号","グループ属性","グループ人数","町丁目コード","座標X","座標Y","校区番号","町丁目名","小学校区名"
273,4,4,"103012101",-32105.95,-24307.45,9,"熊本市西区 城山大塘 一丁目","城山小学校"
274,4,4,"103012101",-31966.37,-24490.64,9,"熊本市西区 城山大塘 一丁目","城山小学校"
275,4,4,"103012101",-32150.86,-24433.48,9,"熊本市西区 城山大塘 一丁目","城山小学校"
276,4,4,"103012101",-31998.25,-24294.23,9,"熊本市西区 城山大塘 一丁目","城山小学校"
277,4,4,"103012101",-32027.99,-24406.46,9,"熊本市西区 城山大塘 一丁目","城山小学校"
278,4,4,"103012101",-32072.24,-24254.31,9,"熊本市西区 城山大塘 一丁目","城山小学校"
279,4,4,"103012101",-32050.27,-23975.33,9,"熊本市西区 城山大塘 一丁目","城山小学校"
280,4,4,"103012101",-32053.23,-24246.1,9,"熊本市西区 城山大塘 一丁目","城山小学校"
281,4,4,"103012101",-32009.45,-24443.78,9,"熊本市西区 城山大塘 一丁目","城山小学校"
282,4,4,"103012101",-32094.79,-24256.4,9,"熊本市西区 城山大塘 一丁目","城山小学校"
283,4,4,"103012101",-32015.25,-24069.2,9,"熊本市西区 城山大塘 一丁目","城山小学校"
284,4,4,"103012101",-32064.97,-24175.84,9,"熊本市西区 城山大塘 一丁目","城山小学校"
285,2,4,"103012101",-32076.57,-24049.36,9,"熊本市西区 城山大塘 一丁目","城山小学校"
286,2,4,"103012101",-31969.66,-24205.56,9,"熊本市西区 城山大塘 一丁目","城山小学校"
287,2,4,"103012101",-32123.28,-24284.06,9,"熊本市西区 城山大塘 一丁目","城山小学校"
288,2,4,"103012101",-32098.05,-24379.34,9,"熊本市西区 城山大塘 一丁目","城山小学校"
289,2,4,"103012101",-32084.82,-24271.19,9,"熊本市西区 城山大塘 一丁目","城山小学校"
290,2,4,"103012101",-32059.8,-24288.62,9,"熊本市西区 城山大塘 一丁目","城山小学校"
291,2,4,"103012101",-32120.25,-24200.54,9,"熊本市西区 城山大塘 一丁目","城山小学校"
292,2,4,"103012101",-31969.66,-24205.56,9,"熊本市西区 城山大塘 一丁目","城山小学校"
293,2,4,"103012101",-32100.95,-24028.64,9,"熊本市西区 城山大塘 一丁目","城山小学校"
294,1,5,"103012101",-32103.17,-24321.52,9,"熊本市西区 城山大塘 一丁目","城山小学校"
295,1,5,"103012101",-31987.66,-24150.24,9,"熊本市西区 城山大塘 一丁目","城山小学校"
296,1,5,"103012101",-32146.14,-24305.97,9,"熊本市西区 城山大塘 一丁目","城山小学校"
297,1,5,"103012101",-32141.07,-24395.08,9,"熊本市西区 城山大塘 一丁目","城山小学校"
298,1,5,"103012101",-32043.48,-24442.8,9,"熊本市西区 城山大塘 一丁目","城山小学校"
299,1,5,"103012101",-32084.2,-24187.96,9,"熊本市西区 城山大塘 一丁目","城山小学校"
300,1,5,"103012101",-32049.08,-24193.15,9,"熊本市西区 城山大塘 一丁目","城山小学校"
301,1,5,"103012101",-31966.37,-24490.64,9,"熊本市西区 城山大塘 一丁目","城山小学校"
302,4,5,"103012101",-32092.11,-23937.52,9,"熊本市西区 城山大塘 一丁目","城山小学校"
303,4,5,"103012101",-31945.95,-24184.31,9,"熊本市西区 城山大塘 一丁目","城山小学校"
304,2,5,"103012101",-32049.08,-24193.15,9,"熊本市西区 城山大塘 一丁目","城山小学校"
305,2,5,"103012101",-32102.69,-24090.15,9,"熊本市西区 城山大塘 一丁目","城山小学校"
306,2,5,"103012101",-31955.71,-24254.14,9,"熊本市西区 城山大塘 一丁目","城山小学校"
307,2,5,"103012101",-32098.05,-24379.34,9,"熊本市西区 城山大塘 一丁目","城山小学校"
308,1,6,"103012101",-31954.4,-24282.73,9,"熊本市西区 城山大塘 一丁目","城山小学校"
309,1,6,"103012101",-32123.28,-24284.06,9,"熊本市西区 城山大塘 一丁目","城山小学校"
310,1,6,"103012101",-32050.1,-24006.09,9,"熊本市西区 城山大塘 一丁目","城山小学校"
311,1,6,"103012101",-32141.35,-24247.54,9,"熊本市西区 城山大塘 一丁目","城山小学校"
312,2,6,"103012101",-32043.48,-24442.8,9,"熊本市西区 城山大塘 一丁目","城山小学校"
313,3,6,"103012101",-32077.74,-24143.29,9,"熊本市西区 城山大塘 一丁目","城山小学校"
314,1,7,"103012101",-32043.48,-24442.8,9,"熊本市西区 城山大塘 一丁目","城山小学校"
315,2,7,"103012101",-31942.95,-24157.12,9,"熊本市西区 城山大塘 一丁目","城山小学校"
316,2,7,"103012101",-32075.3,-24104.4,9,"熊本市西区 城山大塘 一丁目","城山小学校"
317,1,1,"103012102",-32352.66,-24157.59,9,"熊本市西区 城山大塘 二丁目","城山小学校"
318,1,1,"103012102",-32190.55,-24131.3,9,"熊本市西区 城山大塘 二丁目","城山小学校"
319,1,1,"103012102",-32237.84,-24158.69,9,"熊本市西区 城山大塘 二丁目","城山小学校"
320,1,1,"103012102",-32195.7,-24010.06,9,"熊本市西区 城山大塘 二丁目","城山小学校"
321,1,1,"103012102",-32237.96,-24125.89,9,"熊本市西区 城山大塘 二丁目","城山小学校"
322,1,1,"103012102",-32305.95,-24047.09,9,"熊本市西区 城山大塘 二丁目","城山小学校"
323,1,1,"103012102",-32260.74,-23977.75,9,"熊本市西区 城山大塘 二丁目","城山小学校"
324,1,1,"103012102",-32171.23,-23967.34,9,"熊本市西区 城山大塘 二丁目","城山小学校"
325,1,1,"103012102",-32268.42,-24081.89,9,"熊本市西区 城山大塘 二丁目","城山小学校"
326,1,1,"103012102",-32291.07,-23971.1,9,"熊本市西区 城山大塘 二丁目","城山小学校"
327,1,1,"103012102",-32304.86,-23970.89,9,"熊本市西区 城山大塘 二丁目","城山小学校"
328,1,1,"103012102",-32182.17,-23967.12,9,"熊本市西区 城山大塘 二丁目","城山小学校"
329,1,1,"103012102",-32171.71,-24053.94,9,"熊本市西区 城山大塘 二丁目","城山小学校"
330,1,1,"103012102",-32287.53,-24030.71,9,"熊本市西区 城山大塘 二丁目","城山小学校"
331,4,1,"103012102",-32224.11,-24016.1,9,"熊本市西区 城山大塘 二丁目","城山小学校"
332,4,1,"103012102",-32352.66,-24157.59,9,"熊本市西区 城山大塘 二丁目","城山小学校"
333,4,1,"103012102",-32171.71,-24053.94,9,"熊本市西区 城山大塘 二丁目","城山小学校"
334,4,1,"103012102",-32324.65,-24117.63,9,"熊本市西区 城山大塘 二丁目","城山小学校"
335,4,1,"103012102",-32195.7,-24010.06,9,"熊本市西区 城山大塘 二丁目","城山小学校"
336,4,1,"103012102",-32269.63,-24161.35,9,"熊本市西区 城山大塘 二丁目","城山小学校"
337,1,2,"103012102",-32299.07,-24155.76,9,"熊本市西区 城山大塘 二丁目","城山小学校"
338,1,2,"103012102",-32237.96,-24125.89,9,"熊本市西区 城山大塘 二丁目","城山小学校"
339,1,2,"103012102",-32324.65,-24117.63,9,"熊本市西区 城山大塘 二丁目","城山小学校"
340,1,2,"103012102",-32205.51,-24062.43,9,"熊本市西区 城山大塘 二丁目","城山小学校"
341,1,2,"103012102",-32299.07,-24155.76,9,"熊本市西区 城山大塘 二丁目","城山小学校"
342,1,2,"103012102",-32147.72,-23962.18,9,"熊本市西区 城山大塘 二丁目","城山小学校"
343,1,2,"103012102",-32284.02,-23951.16,9,"熊本市西区 城山大塘 二丁目","城山小学校"
344,1,2,"103012102",-32271.45,-24113.18,9,"熊本市西区 城山大塘 二丁目","城山小学校"
345,1,2,"103012102",-32238.65,-24178.72,9,"熊本市西区 城山大塘 二丁目","城山小学校"
346,1,2,"103012102",-32166.56,-24133.13,9,"熊本市西区 城山大塘 二丁目","城山小学校"
347,1,2,"103012102",-32200.35,-24041.64,9,"熊本市西区 城山大塘 二丁目","城山小学校"
348,1,2,"103012102",-32183.58,-24053.42,9,"熊本市西区 城山大塘 二丁目","城山小学校"
349,1,2,"103012102",-32168.57,-24022.93,9,"熊本市西区 城山大塘 二丁目","城山小学校"
350,1,2,"103012102",-32220.17,-24037.76,9,"熊本市西区 城山大塘 二丁目","城山小学校"
351,1,2,"103012102",-32171.71,-24053.94,9,"熊本市西区 城山大塘 二丁目","城山小学校"
352,1,2,"103012102",-32273.36,-23958.11,9,"熊本市西区 城山大塘 二丁目","城山小学校"
353,1,2,"103012102",-32237.96,-24125.89,9,"熊本市西区 城山大塘 二丁目","城山小学校"
354,1,2,"103012102",-32301.59,-23944.65,9,"熊本市西区 城山大塘 二丁目","城山小学校"
355,1,2,"103012102",-32271.45,-24113.18,9,"熊本市西区 城山大塘 二丁目","城山小学校"
356,1,2,"103012102",-32290.92,-24048.98,9,"熊本市西区 城山大塘 二丁目","城山小学校"
357,4,2,"103012102",-32185.97,-24109.66,9,"熊本市西区 城山大塘 二丁目","城山小学校"
358,4,2,"103012102",-32282.37,-24176.85,9,"熊本市西区 城山大塘 二丁目","城山小学校"
359,4,2,"103012102",-32282.37,-24176.85,9,"熊本市西区 城山大塘 二丁目","城山小学校"
360,4,2,"103012102",-32305.95,-24047.09,9,"熊本市西区 城山大塘 二丁目","城山小学校"
361,4,2,"103012102",-32182.17,-23967.12,9,"熊本市西区 城山大塘 二丁目","城山小学校"
362,4,2,"103012102",-32224.11,-24016.1,9,"熊本市西区 城山大塘 二丁目","城山小学校"
363,4,2,"103012102",-32260.42,-24061.95,9,"熊本市西区 城山大塘 二丁目","城山小学校"
364,4,2,"103012102",-32328.13,-24157.27,9,"熊本市西区 城山大塘 二丁目","城山小学校"
365,4,2,"103012102",-32260.77,-24031.13,9,"熊本市西区 城山大塘 二丁目","城山小学校"
366,4,2,"103012102",-32203.97,-24141.73,9,"熊本市西区 城山大塘 二丁目","城山小学校"
367,4,2,"103012102",-32283.69,-23987.42,9,"熊本市西区 城山大塘 二丁目","城山小学校"
368,2,2,"103012102",-32243.3,-24037.19,9,"熊本市西区 城山大塘 二丁目","城山小学校"
369,1,3,"103012102",-32190.55,-24131.3,9,"熊本市西区 城山大塘 二丁目","城山小学校"
370,1,3,"103012102",-32207.79,-24022.96,9,"熊本市西区 城山大塘 二丁目","城山小学校"
371,1,3,"103012102",-32256.48,-24052.26,9,"熊本市西区 城山大塘 二丁目","城山小学校"
372,1,3,"103012102",-32293.01,-24119.63,9,"熊本市西区 城山大塘 二丁目","城山小学校"
373,1,3,"103012102",-32161.02,-24004.61,9,"熊本市西区 城山大塘 二丁目","城山小学校"
374,1,3,"103012102",-32260.74,-23977.75,9,"熊本市西区 城山大塘 二丁目","城山小学校"
375,1,3,"103012102",-32243.03,-24061.09,9,"熊本市西区 城山大塘 二丁目","城山小学校"
376,1,3,"103012102",-32168.57,-24022.93,9,"熊本市西区 城山大塘 二丁目","城山小学校"
377,4,3,"103012102",-32393.71,-23950.31,9,"熊本市西区 城山大塘 二丁目","城山小学校"
378,4,3,"103012102",-32304.86,-23970.89,9,"熊本市西区 城山大塘 二丁目","城山小学校"
379,4,3,"103012102",-32203.97,-24141.73,9,"熊本市西区 城山大塘 二丁目","城山小学校"
380,4,3,"103012102",-32260.74,-23977.75,9,"熊本市西区 城山大塘 二丁目","城山小学校"
381,4,3,"103012102",-32301.59,-23944.65,9,"熊本市西区 城山大塘 二丁目","城山小学校"
382,4,3,"103012102",-32227.2,-24142.49,9,"熊本市西区 城山大塘 二丁目","城山小学校"
383,4,3,"103012102",-32301.59,-23944.65,9,"熊本市西区 城山大塘 二丁目","城山小学校"
384,4,3,"103012102",-32393.71,-23950.31,9,"熊本市西区 城山大塘 二丁目","城山小学校"
385,4,3,"103012102",-32284.02,-23951.16,9,"熊本市西区 城山大塘 二丁目","城山小学校"
386,2,3,"103012102",-32301.59,-23944.65,9,"熊本市西区 城山大塘 二丁目","城山小学校"
387,2,3,"103012102",-32205.51,-24062.43,9,"熊本市西区 城山大塘 二丁目","城山小学校"
388,2,3,"103012102",-32293.01,-24119.63,9,"熊本市西区 城山大塘 二丁目","城山小学校"
389,2,3,"103012102",-32171.57,-24143.56,9,"熊本市西区 城山大塘 二丁目","城山小学校"
390,1,4,"103012102",-32293.77,-24082.38,9,"熊本市西区 城山大塘 二丁目","城山小学校"
391,1,4,"103012102",-32176.89,-24040.64,9,"熊本市西区 城山大塘 二丁目","城山小学校"
392,1,4,"103012102",-32190.55,-24131.3,9,"熊本市西区 城山大塘 二丁目","城山小学校"
393,4,4,"103012102",-32241.1,-24143.37,9,"熊本市西区 城山大塘 二丁目","城山小学校"
394,4,4,"103012102",-32211.02,-24010.97,9,"熊本市西区 城山大塘 二丁目","城山小学校"
395,4,4,"103012102",-32282.37,-24176.85,9,"熊本市西区 城山大塘 二丁目","城山小学校"
396,4,4,"103012102",-32243.03,-24061.09,9,"熊本市西区 城山大塘 二丁目","城山小学校"
397,2,4,"103012102",-32293.62,-24135.61,9,"熊本市西区 城山大塘 二丁目","城山小学校"
398,2,4,"103012102",-32197.87,-23972.18,9,"熊本市西区 城山大塘 二丁目","城山小学校"
399,2,4,"103012102",-32287.53,-24030.71,9,"熊本市西区 城山大塘 二丁目","城山小学校"
400,2,4,"103012102",-32293.77,-24082.38,9,"熊本市西区 城山大塘 二丁目","城山小学校"
401,2,4,"103012102",-32293.62,-24135.61,9,"熊本市西区 城山大塘 二丁目","城山小学校"
402,1,5,"103012102",-32176.89,-24040.64,9,"熊本市西区 城山大塘 二丁目","城山小学校"
403,1,5,"103012102",-32324.65,-24117.63,9,"熊本市西区 城山大塘 二丁目","城山小学校"
404,2,5,"103012102",-32237.96,-24125.89,9,"熊本市西区 城山大塘 二丁目","城山小学校"
405,2,5,"103012102",-32328.13,-24157.27,9,"熊本市西区 城山大塘 二丁目","城山小学校"
406,1,1,"103012103",-32382.23,-23886.01,9,"熊本市西区 城山大塘 三丁目","城山小学校"
407,1,1,"103012103",-32705.54,-23694.21,9,"熊本市西区 城山大塘 三丁目","城山小学校"
408,1,1,"103012103",-32442.81,-23723.9,9,"熊本市西区 城山大塘 三丁目","城山小学校"
409,1,1,"103012103",-32341,-23887.72,9,"熊本市西区 城山大塘 三丁目","城山小学校"
410,1,1,"103012103",-32705.54,-23694.21,9,"熊本市西区 城山大塘 三丁目","城山小学校"
411,1,1,"103012103",-32330.64,-23857.3,9,"熊本市西区 城山大塘 三丁目","城山小学校"
412,1,1,"103012103",-32377.65,-23774.74,9,"熊本市西区 城山大塘 三丁目","城山小学校"
413,1,1,"103012103",-32565.22,-23689.05,9,"熊本市西区 城山大塘 三丁目","城山小学校"
414,1,1,"103012103",-32682.27,-23759.87,9,"熊本市西区 城山大塘 三丁目","城山小学校"
415,1,1,"103012103",-32723.55,-23686.94,9,"熊本市西区 城山大塘 三丁目","城山小学校"
416,1,1,"103012103",-32585.09,-23669.1,9,"熊本市西区 城山大塘 三丁目","城山小学校"
417,1,1,"103012103",-32457.64,-23742.02,9,"熊本市西区 城山大塘 三丁目","城山小学校"
418,1,1,"103012103",-32421.48,-23818.62,9,"熊本市西区 城山大塘 三丁目","城山小学校"
419,1,1,"103012103",-32321.7,-23892.56,9,"熊本市西区 城山大塘 三丁目","城山小学校"
420,1,1,"103012103",-32321.29,-23718.83,9,"熊本市西区 城山大塘 三丁目","城山小学校"
421,1,1,"103012103",-32430.42,-23707.54,9,"熊本市西区 城山大塘 三丁目","城山小学校"
422,1,1,"103012103",-32442.96,-23732.09,9,"熊本市西区 城山大塘 三丁目","城山小学校"
423,1,1,"103012103",-32596.53,-23698.32,9,"熊本市西区 城山大塘 三丁目","城山小学校"
424,1,1,"103012103",-32750.49,-23684.72,9,"熊本市西区 城山大塘 三丁目","城山小学校"
425,1,1,"103012103",-32574.76,-23706.31,9,"熊本市西区 城山大塘 三丁目","城山小学校"
426,1,1,"103012103",-32596.53,-23698.32,9,"熊本市西区 城山大塘 三丁目","城山小学校"
427,4,1,"103012103",-32641.68,-23716.45,9,"熊本市西区 城山大塘 三丁目","城山小学校"
428,4,1,"103012103",-32502.93,-23687.67,9,"熊本市西区 城山大塘 三丁目","城山小学校"
429,4,1,"103012103",-32464.44,-23728.52,9,"熊本市西区 城山大塘 三丁目","城山小学校"
430,4,1,"103012103",-32568.05,-23668.35,9,"熊本市西区 城山大塘 三丁目","城山小学校"
431,4,1,"103012103",-32429.5,-23846.97,9,"熊本市西区 城山大塘 三丁目","城山小学校"
432,4,1,"103012103",-32470.38,-23926.3,9,"熊本市西区 城山大塘 三丁目","城山小学校"
433,4,1,"103012103",-32371.14,-23866.52,9,"熊本市西区 城山大塘 三丁目","城山小学校"
434,4,1,"103012103",-32306.37,-23910.08,9,"熊本市西区 城山大塘 三丁目","城山小学校"
435,4,1,"103012103",-32448.51,-23780.23,9,"熊本市西区 城山大塘 三丁目","城山小学校"
436,4,1,"103012103",-32705.54,-23694.21,9,"熊本市西区 城山大塘 三丁目","城山小学校"
437,4,1,"103012103",-32332.87,-23747.9,9,"熊本市西区 城山大塘 三丁目","城山小学校"
438,4,1,"103012103",-32542.88,-23706.13,9,"熊本市西区 城山大塘 三丁目","城山小学校"
439,4,1,"103012103",-32479.07,-23784.21,9,"熊本市西区 城山大塘 三丁目","城山小学校"
440,4,1,"103012103",-32644.8,-23693.93,9,"熊本市西区 城山大塘 三丁目","城山小学校"
441,4,1,"103012103",-32450.09,-23903.78,9,"熊本市西区 城山大塘 三丁目","城山小学校"
442,4,1,"103012103",-32635.33,-23751.45,9,"熊本市西区 城山大塘 三丁目","城山小学校"
443,4,1,"103012103",-32688.11,-23698.82,9,"熊本市西区 城山大塘 三丁目","城山小学校"
444,4,1,"103012103",-32392.59,-23841.84,9,"熊本市西区 城山大塘 三丁目","城山小学校"
445,4,1,"103012103",-32519.12,-23730.07,9,"熊本市西区 城山大塘 三丁目","城山小学校"
446,4,1,"103012103",-32425.58,-23724.9,9,"熊本市西区 城山大塘 三丁目","城山小学校"
